Station,Date,Available_bikes
23,02/01/2021 19:13,6
273,02/01/2021 19:11,2
183,02/01/2021 19:13,12
126,02/01/2021 19:13,22
255,02/01/2021 19:09,15
233,02/01/2021 19:12,13
254,02/01/2021 19:07,11
21,02/01/2021 19:12,0
62,02/01/2021 19:12,1
244,02/01/2021 19:11,16
24,02/01/2021 19:14,10
245,02/01/2021 19:14,12
196,02/01/2021 19:11,8
281,02/01/2021 19:14,12
260,02/01/2021 19:10,10
228,02/01/2021 19:08,4
124,02/01/2021 19:09,12
207,02/01/2021 19:07,4
11,02/01/2021 19:15,4
186,02/01/2021 19:14,3
235,02/01/2021 19:15,13
288,02/01/2021 19:15,6
150,02/01/2021 19:08,18
252,02/01/2021 19:08,11
184,02/01/2021 19:12,7
271,02/01/2021 19:14,4
33,02/01/2021 19:15,0
161,02/01/2021 19:13,15
172,02/01/2021 19:06,10
120,02/01/2021 19:10,14
268,02/01/2021 19:13,0
217,02/01/2021 19:05,13
82,02/01/2021 19:14,10
173,02/01/2021 19:07,19
70,02/01/2021 19:10,12
141,02/01/2021 19:10,13
108,02/01/2021 19:12,5
85,02/01/2021 19:07,5
202,02/01/2021 19:09,11
102,02/01/2021 19:06,13
143,02/01/2021 19:14,14
106,02/01/2021 19:14,11
30,02/01/2021 19:09,1
170,02/01/2021 19:10,11
274,02/01/2021 19:07,6
123,02/01/2021 19:08,10
6,02/01/2021 19:14,3
213,02/01/2021 19:11,4
257,02/01/2021 19:05,6
9,02/01/2021 19:11,7
97,02/01/2021 19:10,3
49,02/01/2021 19:06,3
191,02/01/2021 19:15,14
52,02/01/2021 19:06,0
104,02/01/2021 19:11,4
19,02/01/2021 19:05,0
13,02/01/2021 19:12,1
129,02/01/2021 19:15,14
287,02/01/2021 19:10,11
212,02/01/2021 19:13,7
284,02/01/2021 19:07,8
158,02/01/2021 19:06,16
168,02/01/2021 19:07,12
179,02/01/2021 19:13,7
204,02/01/2021 19:06,18
249,02/01/2021 19:11,12
15,02/01/2021 19:09,14
247,02/01/2021 19:07,7
134,02/01/2021 19:11,7
112,02/01/2021 19:15,14
76,02/01/2021 19:15,18
193,02/01/2021 19:11,6
190,02/01/2021 19:09,9
241,02/01/2021 19:15,2
253,02/01/2021 19:08,16
89,02/01/2021 19:08,11
100,02/01/2021 19:12,13
215,02/01/2021 19:13,7
54,02/01/2021 19:10,13
8,02/01/2021 19:14,10
180,02/01/2021 19:07,18
277,02/01/2021 19:06,8
214,02/01/2021 19:12,1
114,02/01/2021 19:14,10
2,02/01/2021 19:07,0
199,02/01/2021 19:14,2
223,02/01/2021 19:07,7
164,02/01/2021 19:13,9
51,02/01/2021 19:12,17
10,02/01/2021 19:08,32
35,02/01/2021 19:13,1
250,02/01/2021 19:15,1
45,02/01/2021 19:10,16
83,02/01/2021 19:07,5
47,02/01/2021 19:06,2
231,02/01/2021 19:15,9
44,02/01/2021 19:15,7
171,02/01/2021 19:09,7
162,02/01/2021 19:10,15
31,02/01/2021 19:07,4
138,02/01/2021 19:07,8
216,02/01/2021 19:12,10
194,02/01/2021 19:09,2
98,02/01/2021 19:13,22
263,02/01/2021 19:09,7
16,02/01/2021 19:14,9
169,02/01/2021 19:14,16
39,02/01/2021 19:12,18
201,02/01/2021 19:15,1
198,02/01/2021 19:06,1
101,02/01/2021 19:05,9
258,02/01/2021 19:11,6
56,02/01/2021 19:06,0
159,02/01/2021 19:11,12
72,02/01/2021 19:12,5
146,02/01/2021 19:08,7
261,02/01/2021 19:12,6
151,02/01/2021 19:07,17
238,02/01/2021 19:14,13
80,02/01/2021 19:13,13
57,02/01/2021 19:11,6
269,02/01/2021 19:10,5
285,02/01/2021 19:15,10
58,02/01/2021 19:09,4
272,02/01/2021 19:08,10
95,02/01/2021 19:12,20
222,02/01/2021 19:12,4
92,02/01/2021 19:12,4
38,02/01/2021 19:15,25
140,02/01/2021 19:15,22
4,02/01/2021 19:15,0
136,02/01/2021 19:11,15
176,02/01/2021 19:10,8
142,02/01/2021 19:09,4
237,02/01/2021 19:15,3
28,02/01/2021 19:11,4
182,02/01/2021 19:07,7
94,02/01/2021 19:11,15
206,02/01/2021 19:06,3
127,02/01/2021 19:11,5
279,02/01/2021 19:11,6
88,02/01/2021 19:12,0
251,02/01/2021 19:08,0
226,02/01/2021 19:09,5
91,02/01/2021 19:09,11
122,02/01/2021 19:09,9
185,02/01/2021 19:14,6
27,02/01/2021 19:10,2
220,02/01/2021 19:13,5
209,02/01/2021 19:09,3
78,02/01/2021 19:06,10
26,02/01/2021 19:06,3
230,02/01/2021 19:14,7
149,02/01/2021 19:12,6
59,02/01/2021 19:07,10
42,02/01/2021 19:14,10
246,02/01/2021 19:07,14
219,02/01/2021 19:08,11
163,02/01/2021 19:07,14
99,02/01/2021 19:15,1
267,02/01/2021 19:11,9
113,02/01/2021 19:07,5
133,02/01/2021 19:09,18
148,02/01/2021 19:05,18
283,02/01/2021 19:13,14
167,02/01/2021 19:05,18
205,02/01/2021 19:11,8
265,02/01/2021 19:06,14
116,02/01/2021 19:08,5
86,02/01/2021 19:07,11
66,02/01/2021 19:10,6
34,02/01/2021 19:15,1
240,02/01/2021 19:06,8
119,02/01/2021 19:15,18
275,02/01/2021 19:11,0
18,02/01/2021 19:15,2
160,02/01/2021 19:13,13
282,02/01/2021 19:08,11
130,02/01/2021 19:14,12
12,02/01/2021 19:09,0
117,02/01/2021 19:07,10
43,02/01/2021 19:07,21
232,02/01/2021 19:06,10
61,02/01/2021 19:07,21
211,02/01/2021 19:12,4
165,02/01/2021 19:08,14
278,02/01/2021 19:15,2
270,02/01/2021 19:10,11
103,02/01/2021 19:12,13
17,02/01/2021 19:10,11
46,02/01/2021 19:13,3
218,02/01/2021 19:07,13
203,02/01/2021 19:09,19
132,02/01/2021 19:07,17
145,02/01/2021 19:15,20
32,02/01/2021 19:08,3
5,02/01/2021 19:13,18
110,02/01/2021 19:14,1
125,02/01/2021 19:11,12
63,02/01/2021 19:12,6
177,02/01/2021 19:09,7
73,02/01/2021 19:07,10
200,02/01/2021 19:07,3
14,02/01/2021 19:12,4
181,02/01/2021 19:09,14
50,02/01/2021 19:09,10
20,02/01/2021 19:06,0
155,02/01/2021 19:07,12
264,02/01/2021 19:09,5
256,02/01/2021 19:06,9
69,02/01/2021 19:12,5
157,02/01/2021 19:13,19
189,02/01/2021 19:12,12
55,02/01/2021 19:41,3
195,02/01/2021 19:44,11
29,02/01/2021 19:42,2
280,02/01/2021 19:43,13
156,02/01/2021 19:37,12
242,02/01/2021 19:39,2
224,02/01/2021 19:41,0
229,02/01/2021 19:40,2
154,02/01/2021 19:38,14
96,02/01/2021 19:39,13
65,02/01/2021 19:44,4
22,02/01/2021 19:40,6
236,02/01/2021 19:41,10
111,02/01/2021 19:45,9
152,02/01/2021 19:37,17
243,02/01/2021 19:37,14
174,02/01/2021 19:43,16
276,02/01/2021 19:38,3
77,02/01/2021 19:43,2
137,02/01/2021 19:37,14
144,02/01/2021 19:45,16
40,02/01/2021 19:44,12
25,02/01/2021 19:45,3
74,02/01/2021 19:38,6
71,02/01/2021 19:41,4
105,02/01/2021 19:44,7
64,02/01/2021 19:39,7
3,02/01/2021 19:36,0
93,02/01/2021 19:40,14
139,02/01/2021 19:43,12
81,02/01/2021 19:40,26
60,02/01/2021 19:42,23
36,02/01/2021 19:38,8
227,02/01/2021 19:43,1
248,02/01/2021 19:39,14
53,02/01/2021 19:45,3
187,02/01/2021 19:43,7
87,02/01/2021 19:44,5
225,02/01/2021 19:41,5
121,02/01/2021 19:40,4
84,02/01/2021 19:40,8
208,02/01/2021 19:44,5
131,02/01/2021 19:45,15
239,02/01/2021 19:36,16
1,02/01/2021 19:40,0
37,02/01/2021 19:45,11
7,02/01/2021 19:42,18
259,02/01/2021 19:37,12
234,02/01/2021 19:39,13
192,02/01/2021 19:41,4
48,02/01/2021 19:45,5
175,02/01/2021 19:38,21
266,02/01/2021 19:43,10
166,02/01/2021 19:43,6
135,02/01/2021 19:42,12
79,02/01/2021 19:36,5
210,02/01/2021 19:45,11
75,02/01/2021 19:45,7
115,02/01/2021 19:44,10
221,02/01/2021 19:42,10
128,02/01/2021 19:40,21
67,02/01/2021 19:41,13
188,02/01/2021 19:40,5
118,02/01/2021 19:41,9
178,02/01/2021 19:39,8
41,02/01/2021 19:40,5
90,02/01/2021 19:42,2
68,02/01/2021 19:44,0
147,02/01/2021 19:45,9
109,02/01/2021 19:40,1
153,02/01/2021 19:36,15
262,02/01/2021 19:43,8
197,02/01/2021 19:40,0
23,02/01/2021 19:43,6
273,02/01/2021 19:41,2
183,02/01/2021 19:38,13
126,02/01/2021 19:44,22
255,02/01/2021 19:39,15
233,02/01/2021 19:44,12
254,02/01/2021 19:38,11
21,02/01/2021 19:42,0
62,02/01/2021 19:43,2
244,02/01/2021 19:44,17
24,02/01/2021 19:40,8
245,02/01/2021 19:41,10
196,02/01/2021 19:42,9
281,02/01/2021 19:45,11
260,02/01/2021 19:40,10
228,02/01/2021 19:39,4
124,02/01/2021 19:38,13
207,02/01/2021 19:37,4
11,02/01/2021 19:41,2
186,02/01/2021 19:44,3
235,02/01/2021 19:35,13
288,02/01/2021 19:36,5
150,02/01/2021 19:39,18
252,02/01/2021 19:36,11
184,02/01/2021 19:42,7
271,02/01/2021 19:44,4
33,02/01/2021 19:40,0
161,02/01/2021 19:44,15
172,02/01/2021 19:36,10
120,02/01/2021 19:38,15
268,02/01/2021 19:44,0
217,02/01/2021 19:45,14
82,02/01/2021 19:45,12
173,02/01/2021 19:38,19
70,02/01/2021 19:40,12
141,02/01/2021 19:36,14
108,02/01/2021 19:44,6
85,02/01/2021 19:40,6
202,02/01/2021 19:40,11
102,02/01/2021 19:36,11
143,02/01/2021 19:39,13
106,02/01/2021 19:41,12
30,02/01/2021 19:40,1
170,02/01/2021 19:41,11
274,02/01/2021 19:37,6
123,02/01/2021 19:38,10
6,02/01/2021 19:37,1
213,02/01/2021 19:41,4
257,02/01/2021 19:36,6
9,02/01/2021 19:38,8
97,02/01/2021 19:39,4
49,02/01/2021 19:40,2
191,02/01/2021 19:39,14
52,02/01/2021 19:37,0
104,02/01/2021 19:41,4
19,02/01/2021 19:36,0
13,02/01/2021 19:38,3
129,02/01/2021 19:43,13
287,02/01/2021 19:41,11
212,02/01/2021 19:44,7
284,02/01/2021 19:36,8
158,02/01/2021 19:37,16
168,02/01/2021 19:38,12
179,02/01/2021 19:44,7
204,02/01/2021 19:37,18
249,02/01/2021 19:41,12
15,02/01/2021 19:39,14
247,02/01/2021 19:37,7
134,02/01/2021 19:41,7
112,02/01/2021 19:42,18
76,02/01/2021 19:36,17
193,02/01/2021 19:45,5
190,02/01/2021 19:39,10
241,02/01/2021 19:45,2
253,02/01/2021 19:38,16
89,02/01/2021 19:41,8
100,02/01/2021 19:42,13
215,02/01/2021 19:43,7
54,02/01/2021 19:40,13
8,02/01/2021 19:42,10
180,02/01/2021 19:38,18
277,02/01/2021 19:37,8
214,02/01/2021 19:42,1
114,02/01/2021 19:45,9
2,02/01/2021 19:45,2
199,02/01/2021 19:45,2
223,02/01/2021 19:38,7
164,02/01/2021 19:42,8
51,02/01/2021 19:45,16
10,02/01/2021 19:39,29
35,02/01/2021 19:45,2
250,02/01/2021 19:45,1
45,02/01/2021 19:41,15
83,02/01/2021 19:37,6
47,02/01/2021 19:37,2
231,02/01/2021 19:45,9
44,02/01/2021 19:45,5
171,02/01/2021 19:40,7
162,02/01/2021 19:41,16
31,02/01/2021 19:42,5
138,02/01/2021 19:41,9
216,02/01/2021 19:43,10
194,02/01/2021 19:40,2
98,02/01/2021 19:41,21
263,02/01/2021 19:40,7
16,02/01/2021 19:36,9
169,02/01/2021 19:43,16
39,02/01/2021 19:40,17
201,02/01/2021 19:36,1
198,02/01/2021 19:36,1
101,02/01/2021 19:42,10
258,02/01/2021 19:41,6
56,02/01/2021 19:44,1
159,02/01/2021 19:38,13
72,02/01/2021 19:45,6
146,02/01/2021 19:38,8
261,02/01/2021 19:43,6
151,02/01/2021 19:37,17
238,02/01/2021 19:38,14
80,02/01/2021 19:44,12
57,02/01/2021 19:41,3
269,02/01/2021 19:40,5
285,02/01/2021 19:41,10
58,02/01/2021 19:42,5
272,02/01/2021 19:39,9
95,02/01/2021 19:39,21
222,02/01/2021 19:36,4
92,02/01/2021 19:43,4
38,02/01/2021 19:36,24
140,02/01/2021 19:45,23
4,02/01/2021 19:44,0
136,02/01/2021 19:41,15
176,02/01/2021 19:37,10
142,02/01/2021 19:39,3
237,02/01/2021 19:35,3
28,02/01/2021 19:42,3
182,02/01/2021 19:37,7
94,02/01/2021 19:44,16
206,02/01/2021 19:44,3
127,02/01/2021 19:42,6
279,02/01/2021 19:38,3
88,02/01/2021 19:42,0
251,02/01/2021 19:43,1
226,02/01/2021 19:39,5
91,02/01/2021 19:38,11
122,02/01/2021 19:36,7
185,02/01/2021 19:44,6
27,02/01/2021 19:40,2
220,02/01/2021 19:42,6
209,02/01/2021 19:40,3
78,02/01/2021 19:37,9
26,02/01/2021 19:36,3
230,02/01/2021 19:45,7
149,02/01/2021 19:44,7
59,02/01/2021 19:39,10
42,02/01/2021 19:38,9
246,02/01/2021 19:38,14
219,02/01/2021 19:43,10
163,02/01/2021 19:45,14
99,02/01/2021 19:45,1
267,02/01/2021 19:41,9
113,02/01/2021 19:40,9
133,02/01/2021 19:41,17
148,02/01/2021 19:36,18
283,02/01/2021 19:43,14
167,02/01/2021 19:36,18
205,02/01/2021 19:42,8
265,02/01/2021 19:37,14
116,02/01/2021 19:42,8
86,02/01/2021 19:44,12
66,02/01/2021 19:40,6
34,02/01/2021 19:38,2
240,02/01/2021 19:37,8
119,02/01/2021 19:41,18
275,02/01/2021 19:41,0
18,02/01/2021 19:45,1
160,02/01/2021 19:45,14
282,02/01/2021 19:41,12
130,02/01/2021 19:45,14
12,02/01/2021 19:39,0
117,02/01/2021 19:37,10
43,02/01/2021 19:37,21
232,02/01/2021 19:37,10
61,02/01/2021 19:41,21
211,02/01/2021 19:42,4
165,02/01/2021 19:38,14
278,02/01/2021 19:45,2
270,02/01/2021 19:43,12
103,02/01/2021 19:40,14
17,02/01/2021 19:45,12
46,02/01/2021 19:39,0
218,02/01/2021 19:42,14
203,02/01/2021 19:39,19
132,02/01/2021 19:41,18
145,02/01/2021 19:35,20
32,02/01/2021 19:45,4
5,02/01/2021 19:38,18
110,02/01/2021 19:45,1
125,02/01/2021 19:41,12
63,02/01/2021 19:43,6
177,02/01/2021 19:40,7
73,02/01/2021 19:38,10
200,02/01/2021 19:38,3
14,02/01/2021 19:43,4
181,02/01/2021 19:40,14
50,02/01/2021 19:40,10
20,02/01/2021 19:36,1
155,02/01/2021 19:37,11
264,02/01/2021 19:40,5
256,02/01/2021 19:36,9
69,02/01/2021 19:37,4
157,02/01/2021 19:38,18
189,02/01/2021 19:42,12
55,02/01/2021 20:11,2
195,02/01/2021 20:11,13
29,02/01/2021 20:12,2
280,02/01/2021 20:06,14
156,02/01/2021 20:08,12
242,02/01/2021 20:10,2
224,02/01/2021 20:12,0
229,02/01/2021 20:11,2
154,02/01/2021 20:09,14
96,02/01/2021 20:12,12
65,02/01/2021 20:14,4
22,02/01/2021 20:06,5
236,02/01/2021 20:11,10
111,02/01/2021 20:15,9
152,02/01/2021 20:08,17
243,02/01/2021 20:07,14
174,02/01/2021 20:08,17
276,02/01/2021 20:08,3
77,02/01/2021 20:14,2
137,02/01/2021 20:15,14
144,02/01/2021 20:06,16
40,02/01/2021 20:15,11
25,02/01/2021 20:15,3
74,02/01/2021 20:09,6
71,02/01/2021 20:11,4
105,02/01/2021 20:14,7
64,02/01/2021 20:09,7
3,02/01/2021 20:07,0
93,02/01/2021 20:11,14
139,02/01/2021 20:15,13
81,02/01/2021 20:10,24
60,02/01/2021 20:11,24
36,02/01/2021 20:15,8
227,02/01/2021 20:14,1
248,02/01/2021 20:10,13
53,02/01/2021 20:15,3
187,02/01/2021 20:13,7
87,02/01/2021 20:14,5
225,02/01/2021 20:08,6
121,02/01/2021 20:10,4
84,02/01/2021 20:14,9
208,02/01/2021 20:14,5
131,02/01/2021 20:05,15
239,02/01/2021 20:07,16
1,02/01/2021 20:11,0
37,02/01/2021 20:05,11
7,02/01/2021 20:12,18
259,02/01/2021 20:07,12
234,02/01/2021 20:08,12
192,02/01/2021 20:12,4
48,02/01/2021 20:11,5
175,02/01/2021 20:09,21
266,02/01/2021 20:13,10
166,02/01/2021 20:14,7
135,02/01/2021 20:13,12
79,02/01/2021 20:07,5
210,02/01/2021 20:06,11
75,02/01/2021 20:10,8
115,02/01/2021 20:15,10
221,02/01/2021 20:13,10
128,02/01/2021 20:13,20
67,02/01/2021 20:07,14
188,02/01/2021 20:11,5
118,02/01/2021 20:12,9
178,02/01/2021 20:14,7
41,02/01/2021 20:10,5
90,02/01/2021 20:07,2
68,02/01/2021 20:15,0
147,02/01/2021 20:09,10
109,02/01/2021 20:10,1
153,02/01/2021 20:07,15
262,02/01/2021 20:08,8
197,02/01/2021 20:10,0
23,02/01/2021 20:11,3
273,02/01/2021 20:12,2
183,02/01/2021 20:09,13
126,02/01/2021 20:14,22
255,02/01/2021 20:10,15
233,02/01/2021 20:09,11
254,02/01/2021 20:08,11
21,02/01/2021 20:11,0
62,02/01/2021 20:14,1
244,02/01/2021 20:14,17
24,02/01/2021 20:10,8
245,02/01/2021 20:12,9
196,02/01/2021 20:07,8
281,02/01/2021 20:15,11
260,02/01/2021 20:11,10
228,02/01/2021 20:12,5
124,02/01/2021 20:15,14
207,02/01/2021 20:08,4
11,02/01/2021 20:05,2
186,02/01/2021 20:14,3
235,02/01/2021 20:06,13
288,02/01/2021 20:07,3
150,02/01/2021 20:09,18
252,02/01/2021 20:06,10
184,02/01/2021 20:13,7
271,02/01/2021 20:11,5
33,02/01/2021 20:11,0
161,02/01/2021 20:14,15
172,02/01/2021 20:07,10
120,02/01/2021 20:07,14
268,02/01/2021 20:14,0
217,02/01/2021 20:15,14
82,02/01/2021 20:05,12
173,02/01/2021 20:08,19
70,02/01/2021 20:10,13
141,02/01/2021 20:11,14
108,02/01/2021 20:15,6
85,02/01/2021 20:10,6
202,02/01/2021 20:11,11
102,02/01/2021 20:06,11
143,02/01/2021 20:07,14
106,02/01/2021 20:08,10
30,02/01/2021 20:10,1
170,02/01/2021 20:10,10
274,02/01/2021 20:07,6
123,02/01/2021 20:07,10
6,02/01/2021 20:14,0
213,02/01/2021 20:10,4
257,02/01/2021 20:06,6
9,02/01/2021 20:08,8
97,02/01/2021 20:12,5
49,02/01/2021 20:11,2
191,02/01/2021 20:09,14
52,02/01/2021 20:07,0
104,02/01/2021 20:11,4
19,02/01/2021 20:06,0
13,02/01/2021 20:08,2
129,02/01/2021 20:14,13
287,02/01/2021 20:11,11
212,02/01/2021 20:14,7
284,02/01/2021 20:06,8
158,02/01/2021 20:13,15
168,02/01/2021 20:08,12
179,02/01/2021 20:14,7
204,02/01/2021 20:07,18
249,02/01/2021 20:11,12
15,02/01/2021 20:10,14
247,02/01/2021 20:08,7
134,02/01/2021 20:12,9
112,02/01/2021 20:15,19
76,02/01/2021 20:06,17
193,02/01/2021 20:09,3
190,02/01/2021 20:09,10
241,02/01/2021 20:05,2
253,02/01/2021 20:09,16
89,02/01/2021 20:13,9
100,02/01/2021 20:11,12
215,02/01/2021 20:14,7
54,02/01/2021 20:11,13
8,02/01/2021 20:14,11
180,02/01/2021 20:08,18
277,02/01/2021 20:07,8
214,02/01/2021 20:12,1
114,02/01/2021 20:07,9
2,02/01/2021 20:15,0
199,02/01/2021 20:15,2
223,02/01/2021 20:08,7
164,02/01/2021 20:06,9
51,02/01/2021 20:15,18
10,02/01/2021 20:09,28
35,02/01/2021 20:06,1
250,02/01/2021 20:06,1
45,02/01/2021 20:09,16
83,02/01/2021 20:08,6
47,02/01/2021 20:07,2
231,02/01/2021 20:06,9
44,02/01/2021 20:06,5
171,02/01/2021 20:10,7
162,02/01/2021 20:12,16
31,02/01/2021 20:13,4
138,02/01/2021 20:10,11
216,02/01/2021 20:13,10
194,02/01/2021 20:10,2
98,02/01/2021 20:11,21
263,02/01/2021 20:10,7
16,02/01/2021 20:06,9
169,02/01/2021 20:13,16
39,02/01/2021 20:12,17
201,02/01/2021 20:06,1
198,02/01/2021 20:06,1
101,02/01/2021 20:12,10
258,02/01/2021 20:12,6
56,02/01/2021 20:15,1
159,02/01/2021 20:08,13
72,02/01/2021 20:06,5
146,02/01/2021 20:08,8
261,02/01/2021 20:13,6
151,02/01/2021 20:08,17
238,02/01/2021 20:08,14
80,02/01/2021 20:14,12
57,02/01/2021 20:12,4
269,02/01/2021 20:11,5
285,02/01/2021 20:12,10
58,02/01/2021 20:12,5
272,02/01/2021 20:09,9
95,02/01/2021 20:09,21
222,02/01/2021 20:11,3
92,02/01/2021 20:13,4
38,02/01/2021 20:07,24
140,02/01/2021 20:11,23
4,02/01/2021 20:15,0
136,02/01/2021 20:12,15
176,02/01/2021 20:06,12
142,02/01/2021 20:12,4
237,02/01/2021 20:07,2
28,02/01/2021 20:10,5
182,02/01/2021 20:08,7
94,02/01/2021 20:15,16
206,02/01/2021 20:14,3
127,02/01/2021 20:14,9
279,02/01/2021 20:06,2
88,02/01/2021 20:09,0
251,02/01/2021 20:13,1
226,02/01/2021 20:06,6
91,02/01/2021 20:08,11
122,02/01/2021 20:11,8
185,02/01/2021 20:15,6
27,02/01/2021 20:07,3
220,02/01/2021 20:12,6
209,02/01/2021 20:10,3
78,02/01/2021 20:09,10
26,02/01/2021 20:11,4
230,02/01/2021 20:15,7
149,02/01/2021 20:08,7
59,02/01/2021 20:10,10
42,02/01/2021 20:08,8
246,02/01/2021 20:08,14
219,02/01/2021 20:13,10
163,02/01/2021 20:15,14
99,02/01/2021 20:07,0
267,02/01/2021 20:12,9
113,02/01/2021 20:10,7
133,02/01/2021 20:09,18
148,02/01/2021 20:07,18
283,02/01/2021 20:14,14
167,02/01/2021 20:06,18
205,02/01/2021 20:12,8
265,02/01/2021 20:07,14
116,02/01/2021 20:13,8
86,02/01/2021 20:14,12
66,02/01/2021 20:06,7
34,02/01/2021 20:09,2
240,02/01/2021 20:15,9
119,02/01/2021 20:10,20
275,02/01/2021 20:12,0
18,02/01/2021 20:08,0
160,02/01/2021 20:05,14
282,02/01/2021 20:11,12
130,02/01/2021 20:06,15
12,02/01/2021 20:10,0
117,02/01/2021 20:12,11
43,02/01/2021 20:07,21
232,02/01/2021 20:07,10
61,02/01/2021 20:12,20
211,02/01/2021 20:13,4
165,02/01/2021 20:08,14
278,02/01/2021 20:05,2
270,02/01/2021 20:14,13
103,02/01/2021 20:13,14
17,02/01/2021 20:05,11
46,02/01/2021 20:06,1
218,02/01/2021 20:12,14
203,02/01/2021 20:09,19
132,02/01/2021 20:11,18
145,02/01/2021 20:06,20
32,02/01/2021 20:15,4
5,02/01/2021 20:12,18
110,02/01/2021 20:12,0
125,02/01/2021 20:12,12
63,02/01/2021 20:15,5
177,02/01/2021 20:10,7
73,02/01/2021 20:11,10
200,02/01/2021 20:08,3
14,02/01/2021 20:13,4
181,02/01/2021 20:11,14
50,02/01/2021 20:10,10
20,02/01/2021 20:07,1
155,02/01/2021 20:07,12
264,02/01/2021 20:10,5
256,02/01/2021 20:07,9
69,02/01/2021 20:07,3
157,02/01/2021 20:15,19
189,02/01/2021 20:09,12
55,02/01/2021 20:45,3
195,02/01/2021 20:42,13
29,02/01/2021 20:43,2
280,02/01/2021 20:36,14
156,02/01/2021 20:44,13
242,02/01/2021 20:40,2
224,02/01/2021 20:42,0
229,02/01/2021 20:41,2
154,02/01/2021 20:39,14
96,02/01/2021 20:44,11
65,02/01/2021 20:45,4
22,02/01/2021 20:37,5
236,02/01/2021 20:42,10
111,02/01/2021 20:41,8
152,02/01/2021 20:38,17
243,02/01/2021 20:38,14
174,02/01/2021 20:39,17
276,02/01/2021 20:39,3
77,02/01/2021 20:45,1
137,02/01/2021 20:36,15
144,02/01/2021 20:36,16
40,02/01/2021 20:45,11
25,02/01/2021 20:44,2
74,02/01/2021 20:39,6
71,02/01/2021 20:36,3
105,02/01/2021 20:44,7
64,02/01/2021 20:39,7
3,02/01/2021 20:40,1
93,02/01/2021 20:41,14
139,02/01/2021 20:45,13
81,02/01/2021 20:40,24
60,02/01/2021 20:36,23
36,02/01/2021 20:45,7
227,02/01/2021 20:44,1
248,02/01/2021 20:40,13
53,02/01/2021 20:35,3
187,02/01/2021 20:43,7
87,02/01/2021 20:36,6
225,02/01/2021 20:38,6
121,02/01/2021 20:41,4
84,02/01/2021 20:45,8
208,02/01/2021 20:45,5
131,02/01/2021 20:36,15
239,02/01/2021 20:43,17
1,02/01/2021 20:45,0
37,02/01/2021 20:36,11
7,02/01/2021 20:43,18
259,02/01/2021 20:38,12
234,02/01/2021 20:39,13
192,02/01/2021 20:42,4
48,02/01/2021 20:41,3
175,02/01/2021 20:39,21
266,02/01/2021 20:44,10
166,02/01/2021 20:44,5
135,02/01/2021 20:43,12
79,02/01/2021 20:39,6
210,02/01/2021 20:36,11
75,02/01/2021 20:40,8
115,02/01/2021 20:45,10
221,02/01/2021 20:43,10
128,02/01/2021 20:45,21
67,02/01/2021 20:41,12
188,02/01/2021 20:41,5
118,02/01/2021 20:42,9
178,02/01/2021 20:45,7
41,02/01/2021 20:40,5
90,02/01/2021 20:37,2
68,02/01/2021 20:45,0
147,02/01/2021 20:37,11
109,02/01/2021 20:38,0
153,02/01/2021 20:37,15
262,02/01/2021 20:38,8
197,02/01/2021 20:40,0
23,02/01/2021 20:45,2
273,02/01/2021 20:42,2
183,02/01/2021 20:39,13
126,02/01/2021 20:45,22
255,02/01/2021 20:40,15
233,02/01/2021 20:40,11
254,02/01/2021 20:39,11
21,02/01/2021 20:41,0
62,02/01/2021 20:37,2
244,02/01/2021 20:44,17
24,02/01/2021 20:40,7
245,02/01/2021 20:42,9
196,02/01/2021 20:38,8
281,02/01/2021 20:42,13
260,02/01/2021 20:41,10
228,02/01/2021 20:42,5
124,02/01/2021 20:36,13
207,02/01/2021 20:39,4
11,02/01/2021 20:36,1
186,02/01/2021 20:45,3
235,02/01/2021 20:36,13
288,02/01/2021 20:37,2
150,02/01/2021 20:39,18
252,02/01/2021 20:37,10
184,02/01/2021 20:43,7
271,02/01/2021 20:41,5
33,02/01/2021 20:41,0
161,02/01/2021 20:45,15
172,02/01/2021 20:37,10
120,02/01/2021 20:38,14
268,02/01/2021 20:45,0
217,02/01/2021 20:35,14
82,02/01/2021 20:36,12
173,02/01/2021 20:39,19
70,02/01/2021 20:41,13
141,02/01/2021 20:41,14
108,02/01/2021 20:45,7
85,02/01/2021 20:40,7
202,02/01/2021 20:41,11
102,02/01/2021 20:37,10
143,02/01/2021 20:38,14
106,02/01/2021 20:41,11
30,02/01/2021 20:41,1
170,02/01/2021 20:45,10
274,02/01/2021 20:38,6
123,02/01/2021 20:38,10
6,02/01/2021 20:44,0
213,02/01/2021 20:40,3
257,02/01/2021 20:37,6
9,02/01/2021 20:38,8
97,02/01/2021 20:43,5
49,02/01/2021 20:41,2
191,02/01/2021 20:40,14
52,02/01/2021 20:37,0
104,02/01/2021 20:42,4
19,02/01/2021 20:37,0
13,02/01/2021 20:39,2
129,02/01/2021 20:44,13
287,02/01/2021 20:42,11
212,02/01/2021 20:45,7
284,02/01/2021 20:37,8
158,02/01/2021 20:43,15
168,02/01/2021 20:39,12
179,02/01/2021 20:45,7
204,02/01/2021 20:38,18
249,02/01/2021 20:42,12
15,02/01/2021 20:40,14
247,02/01/2021 20:38,7
134,02/01/2021 20:44,10
112,02/01/2021 20:36,18
76,02/01/2021 20:37,17
193,02/01/2021 20:39,3
190,02/01/2021 20:40,10
241,02/01/2021 20:36,2
